symbol	log2FC_MYC	padj_MYC
Hdgfrp3	-0.251071744	0.436303535
Hdhd1a	NA	NA
Hdhd2	0.01312286	0.957858662
Hdhd3	-0.255083948	0.227394946
Hdlbp	-0.035030126	0.843446931
Hdx	-0.206542102	0.664796022
Heatr1	0.313377453	0.357762882
Heatr3	0.361399186	0.017969089
Heatr5a	-0.063080595	0.82531035
Heatr5b	-0.071182888	0.752697062
Heatr6	0.12891526	0.470155078
Heatr9	0.149892426	0.774043096
Hebp1	-0.059502716	0.824578045
Hebp2	-0.796559201	0.022072071
Heca	0.167197066	0.328677659
Hectd1	-0.161384507	0.149755102
Hectd2	-0.371089132	0.254505972
Hectd3	0.185928122	0.230423589
Hecw1	-0.073689803	NA
Hecw2	0.16011986	0.474860965
Heg1	-0.121242609	0.63595723
Helb	0.135229504	0.583308339
Hells	-0.071691141	0.902928158
Helq	0.150860261	0.639673858
Helt	-0.042194705	NA
Helz	-0.084574103	0.722566335
Helz2	-0.589286338	0.000346355
Hemgn	-0.140317707	NA
Hemk1	0.402615033	0.012645395
Hemt1	-0.004786602	NA
Henmt1	-0.037289786	NA
Hepacam	-0.007526134	NA
Hepacam2	-0.301037199	NA
Heph	-0.232724581	0.5363379
Hephl1	NA	NA
Herc1	-0.144877161	0.200522366
Herc2	-0.066636849	0.627252852
Herc3	0.146073375	0.624608161
Herc4	-0.243988824	0.042267014
Herc6	-0.209659563	0.460672772
Herpud1	0.035283458	0.924986456
Herpud2	0.26175752	0.151811761
Hes1	-0.107513953	0.845152819
Hes2	-0.041367315	NA
Hes3	-0.042714014	NA
Hes5	-0.058073259	NA
Hes6	-0.086110411	0.742497651
Hes7	-0.056523688	NA
Hesx1	-0.054116459	NA
Hexa	-0.457810681	0.002474163
Hexb	0.300486628	0.457838482
Hexdc	0.182613884	0.582709019
Hexim1	-0.273463437	0.122098567
Hexim2	-0.184547757	0.60956576
Hey1	-0.070559943	0.905431406
Hey2	0.221654189	0.641338495
Heyl	-0.282820991	0.523924723
Hfe	-0.215378687	0.138153325
Hfe2	-0.488594158	0.009670845
Hfm1	-0.241363302	0.601512837
Hgd	-0.018597735	0.962884357
Hgf	-0.051919974	0.867499412
Hgfac	-0.098523981	0.538479286
Hgh1	0.636143174	0.031485312
Hgs	-0.289878655	0.004519817
Hgsnat	0.049913897	0.838223973
Hhat	-0.131521137	0.78964483
Hhatl	-0.059082302	NA
Hhex	0.153764053	0.702807943
Hhip	-0.51689863	0.02493444
Hhipl1	0.654385652	0.070257337
Hhipl2	0.123615568	0.82114257
Hhla1	NA	NA
Hiat1	0.022110809	0.925867151
Hiatl1	-0.051832441	0.781471786
Hibadh	-0.04189534	0.876008321
Hibch	-0.079163914	0.771402589
Hic1	-0.132535692	0.754948251
Hic2	0.184766578	0.666248684
Hid1	-0.184990852	0.627559033
Hif1a	0.363953468	0.018515944
Hif1an	-0.297398289	0.186454644
Hif3a	-0.037600767	NA
Higd1a	0.06171524	0.778435253
Higd1b	0.099562942	NA
Higd2a	-0.233600937	0.112759526
Hilpda	-0.104929956	0.842735901
Hils1	NA	NA
Hinfp	0.280066196	0.13420906
Hint1	-0.065429585	0.752218521
Hint2	0.011420064	0.96448302
Hint3	0.021370473	0.94664892
Hip1	-0.146462566	0.638179964
Hip1r	0.125688233	0.674246736
Hipk1	-0.107828669	0.456509033
Hipk2	-0.292410224	0.153958959
Hipk3	0.062032536	0.669257782
Hipk4	0.020874735	NA
Hira	0.438215857	0.078653911
Hirip3	-0.195201173	0.589064275
Hist1h1a	-0.605831746	0.019689236
Hist1h1b	-1.406207099	8.25E-09
Hist1h1c	-0.643378528	0.000125088
Hist1h1d	-0.483235615	0.070343514
Hist1h1e	-0.365333985	0.029805711
Hist1h1t	-0.139316829	NA
Hist1h2aa	NA	NA
Hist1h2ab	-0.121917861	0.808819671
Hist1h2ac	0.129398512	0.739671519
Hist1h2ae	-0.278583159	0.531391949
Hist1h2af	-0.660731064	0.069416588
Hist1h2ag	-0.287052577	0.515254597
Hist1h2ah	-0.072811209	0.8973597
Hist1h2ai	-0.310788489	0.480969975
Hist1h2ak	-0.617520183	0.086289755
Hist1h2an	-0.279241352	NA
Hist1h2ao	NA	NA
Hist1h2ba	0.436320122	NA
Hist1h2bb	-0.457764165	0.057441744
Hist1h2bc	-0.109778198	0.636771427
Hist1h2be	-0.078616843	0.820317959
Hist1h2bf	-0.305147259	0.493983013
Hist1h2bg	-0.141617465	0.722434625
Hist1h2bh	-0.817594117	0.010759679
Hist1h2bj	-0.670107914	0.055848544
Hist1h2bk	-0.341753201	0.375052498
Hist1h2bl	-0.635412832	0.075829098
Hist1h2bm	-1.208715962	9.15E-06
Hist1h2bn	-0.879013847	0.008141175
Hist1h2bp	0.037903902	NA
Hist1h2bq	NA	NA
Hist1h2br	NA	NA
Hist1h3a	-0.371376686	0.23008234
Hist1h3b	-0.789728222	0.023967701
Hist1h3c	-0.73447892	0.034006626
Hist1h3d	-0.298462424	0.505866451
Hist1h3e	-0.153426483	0.611301621
Hist1h3f	-0.195021832	0.549301826
Hist1h3g	-0.100242835	0.85876352
Hist1h3h	-0.519087901	0.180287442
Hist1h3i	-0.939312536	0.002440259
Hist1h4a	0.275453678	0.431461218
Hist1h4b	-0.481724876	0.040799115
Hist1h4c	-0.170977722	0.351809634
Hist1h4d	-0.27684422	0.05991653
Hist1h4f	-0.521979328	0.066222046
Hist1h4h	-0.013078693	0.964051179
Hist1h4i	0.433677904	0.074053585
Hist1h4j	-0.907810813	0.001040877
Hist1h4k	-0.473601613	0.202619083
Hist1h4m	-0.33494961	0.141772033
Hist1h4n	-0.158467324	NA
Hist2h2aa1	-0.39894842	0.170694225
Hist2h2ab	0.19459977	0.662597168
Hist2h2ac	0.115215931	0.735014478
Hist2h2bb	0.409275026	0.017109941
Hist2h2be	-0.127432442	0.751586434
Hist2h3b	0.089648097	0.873514293
Hist2h3c2	-0.612748094	0.076441229
Hist2h4	-0.181671953	0.533820922
Hist3h2a	-0.194192705	0.602575341
Hist3h2ba	-0.470240207	NA
Hist3h2bb-ps	-0.243668708	NA
Hist4h4	0.94690484	2.69E-06
Hivep1	-0.548105701	0.018801172
Hivep2	-0.265864701	0.210038143
Hivep3	-0.440405218	0.134724691
Hjurp	-0.466463194	0.004853391
Hk1	-0.316365034	0.256619272
Hk2	-0.306020594	0.403458154
Hk3	-0.226372803	0.482187711
Hkdc1	-0.245377364	NA
Hlcs	0.060566141	0.799536195
Hlf	0.06801431	0.865832144
Hltf	0.132147941	0.431059558
Hlx	-0.272691091	0.37784213
Hmbox1	-0.15513569	0.386369043
Hmbs	-0.239870929	0.079417827
Hmces	0.106059824	0.729396679
Hmcn1	-0.495769635	0.107746343
Hmg20a	-0.052520632	0.792060378
Hmg20b	-0.05699547	0.815683317
Hmga1	0.081403802	0.838223973
Hmga2	0.499347551	0.203345397
Hmgb1	0.082318791	0.697234848
Hmgb1-ps7	0.284643454	0.159859611
Hmgb1-rs17	0.047009795	0.93523495
Hmgb2	-0.905560137	1.75E-05
Hmgb3	0.198678361	0.238547405
Hmgb4	NA	NA
Hmgcl	-0.203662446	0.328635543
Hmgcll1	0.113165811	NA
Hmgcr	0.242227701	0.256786078
Hmgcs1	-0.019607292	NA
Hmgcs2	-0.205752193	0.20794895
Hmgn1	0.177298642	0.215314928
Hmgn2	-0.113116985	0.720832225
Hmgn3	0.213439258	0.664277132
Hmgn5	-0.793803105	0.004539788
Hmgxb3	0.296229712	0.046570196
Hmgxb4	-0.045006395	0.89585571
Hmha1	-0.153204568	0.535615722
Hmmr	-0.208869358	0.427097578
Hmox1	-0.239043579	0.197898753
Hmox2	-0.233495906	0.102792788
Hmx1	NA	NA
Hmx2	NA	NA
Hmx3	NA	NA
Hn1	0.058089111	0.877462739
Hn1l	-0.172015107	0.519150059
Hnf1a	0.09612593	0.779977324
Hnf1b	-0.780296801	0.001857045
Hnf4a	-0.093099482	0.599480207
Hnf4aos	0.202946972	0.479735705
Hnf4g	0.323400801	0.454749373
Hnmt	0.264969278	0.436842428
Hnrnpa0	0.246821477	0.082739645
Hnrnpa1	-0.442366287	0.270392861
Hnrnpa2b1	-0.28858573	0.025273263
Hnrnpa3	-0.52683252	0.00422611
Hnrnpab	-0.08501369	0.724126747
Hnrnpc	0.194683227	0.133759837
Hnrnpd	-0.231761268	0.280022775
Hnrnpdl	0.282674332	0.022201721
Hnrnpf	0.041299959	0.808616949
Hnrnph1	-0.429070432	0.001179734
Hnrnph2	-0.483173613	0.000621781
Hnrnph3	-0.47900009	0.072459896
Hnrnpk	-0.102116961	0.537313109
Hnrnpl	-0.009840597	0.964972637
Hnrnpll	0.159131147	0.212385281
Hnrnpm	-0.299678488	0.006086137
Hnrnpr	-0.059124249	0.791534811
Hnrnpu	-0.210067283	0.134255844
Hnrnpul1	-0.032325462	0.842377624
Hnrnpul2	-0.381033282	0.028402432
Hoga1	0.030499556	0.915482668
Homer1	0.326660286	0.045042347
Homer2	0.741344552	0.001058166
Homer3	0.097160031	0.824867644
Homez	0.066152039	0.838223973
Hook1	-0.117779448	0.559497527
Hook2	0.495386378	0.030467891
Hook3	-0.109257602	0.454776312
Hopx	-0.012274954	0.978103552
Hormad1	-0.042714014	NA
Hormad2	-0.280585211	NA
Hoxa1	-0.15748412	0.756600587
Hoxa10	NA	NA
Hoxa11	NA	NA
Hoxa11os	NA	NA
Hoxa13	NA	NA
Hoxa2	-0.24465555	0.595312177
Hoxa3	-0.220462477	0.636702677
Hoxa4	-0.164549979	0.748182375
Hoxa5	-0.182911484	0.709594153
Hoxa6	NA	NA
Hoxa7	0.051432707	NA
Hoxa9	NA	NA
Hoxaas3	NA	NA
Hoxb1	NA	NA
Hoxb13	NA	NA
Hoxb2	0.182535138	0.699986988
Hoxb3	-0.025013802	0.965882477
Hoxb4	0.267447337	0.471250057
Hoxb5	-0.190281967	0.685676411
Hoxb6	-0.023355267	NA
Hoxb7	0.2230331	0.609285654
Hoxb8	0.020004123	NA
Hoxb9	-0.08026235	NA
Hoxc10	NA	NA
Hoxc11	NA	NA
Hoxc12	-0.041367315	NA
Hoxc13	NA	NA
Hoxc4	-0.003980602	NA
Hoxc5	NA	NA
Hoxc6	0.017299955	NA
Hoxc8	0.160376157	NA
Hoxc9	NA	NA
Hoxd1	NA	NA
Hoxd10	NA	NA
Hoxd11	NA	NA
Hoxd12	NA	NA
Hoxd13	NA	NA
Hoxd3	-0.041815601	NA
Hoxd3os1	NA	NA
Hoxd4	-0.004096051	NA
Hoxd8	0.033845408	NA
Hoxd9	NA	NA
Hp	-0.134857182	0.511859843
Hp1bp3	-0.078069519	0.607409748
Hpca	0.271844021	NA
Hpcal1	-0.271187256	0.293719524
Hpcal4	-0.041367315	NA
Hpd	0.029538819	0.942290777
Hpdl	0.615124143	NA
Hpgd	-0.015591833	0.971400091
Hpgds	-0.091742077	0.827330457
Hpn	-0.084964039	0.630283065
Hprt	-0.055442302	0.854694827
Hps1	-0.611047041	0.009792863
Hps3	0.145995387	0.3827719
Hps4	-0.451143281	0.089265198
Hps5	0.117094272	0.451036436
Hps6	0.346135104	0.055246965
Hpse	-0.044219938	0.906722675
Hpse2	0.045783455	NA
Hpx	-0.083259698	0.763373277
Hr	-0.421725309	0.304815435
Hras	-0.014906161	0.951663991
Hrasls	-0.041367315	NA
Hrasls5	NA	NA
Hrc	-0.005753635	NA
Hrct1	0.172576662	0.735200957
Hrg	-0.142407028	0.49525826
Hrh1	-0.05106692	NA
Hrh2	0.15601149	0.760924751
Hrh3	-0.042194705	NA
Hrh4	0.038731861	NA
Hrk	-0.043046073	NA
Hrnr	0.050265801	NA
Hrsp12	0.077365671	0.780624974
Hs1bp3	-0.13691284	0.57294461
Hs2st1	0.004582033	0.989876672
Hs3st1	-0.225765799	NA
Hs3st2	-0.042714014	NA
Hs3st3a1	0.547192042	0.114934091
Hs3st3b1	0.222131536	0.106874183
Hs3st5	NA	NA
Hs3st6	-0.210655891	0.653208174
Hs6st1	0.17932228	0.321231082
Hs6st2	-0.343522625	NA
Hs6st3	0.091884754	NA
Hsbp1	-0.139367598	0.459986378
Hsbp1l1	0.215865124	0.647268279
Hscb	-0.498525546	0.081834609
Hsd11b1	0.030893135	0.916120525
Hsd11b2	-0.16524062	0.737915415
Hsd17b1	0.77203449	0.01803718
Hsd17b10	-0.17771603	0.321631111
Hsd17b11	0.033857041	0.913540817
Hsd17b12	-0.441426877	0.002267116
Hsd17b13	-0.038952722	0.898461952
Hsd17b14	-0.041262987	0.94630109
Hsd17b2	-0.31136679	0.065845216
Hsd17b3	0.087767896	NA
Hsd17b4	-0.05379555	0.884933107
Hsd17b6	0.322962219	0.080323368
Hsd17b7	-0.125960821	0.527669523
Hsd3b1	0.120841862	0.494909645
Hsd3b2	-0.049997603	0.919202399
Hsd3b3	-0.505008149	0.02197452
Hsd3b4	NA	NA
Hsd3b5	-0.305043291	0.434700659
Hsd3b6	-0.040426313	NA
Hsd3b7	-0.335349525	0.001632252
Hsdl1	0.310258583	0.076368915
Hsdl2	0.044927269	0.899219617
Hsf1	0.138958446	0.56143694
Hsf2	-0.192725433	0.320461609
Hsf2bp	0.298766636	0.499948707
Hsf3	-0.051677472	NA
Hsf4	0.161612212	0.681260403
Hsf5	-0.089733235	0.875870032
Hsfy2	NA	NA
Hsh2d	0.01578971	NA
Hsp90aa1	-0.271692787	0.14880201
Hsp90ab1	-0.287915156	0.014112911
Hsp90b1	-0.182356265	0.430410002
Hspa12a	-0.635720367	0.011643219
Hspa12b	-0.236881719	0.577137854
Hspa13	0.043610336	0.896760352
Hspa14	0.121838371	0.575836974
Hspa1a	0.476209204	0.228057238
Hspa1b	0.002764846	0.997205736
Hspa1l	-0.490545174	0.156321981
Hspa2	0.839677108	0.012112167
Hspa4	0.139745839	0.55038978
Hspa4l	-0.235063769	0.404020727
Hspa5	-0.235330918	0.046719324
Hspa8	-0.126909626	0.485740762
Hspa9	-0.049602582	0.844243494
Hspb1	-0.338521953	0.354213088
Hspb11	-0.014880712	0.965882477
Hspb2	-0.051116898	NA
Hspb3	NA	NA
Hspb6	-0.390105266	0.160454671
Hspb7	0.676243432	0.058626556
Hspb8	0.037455965	0.874877916
Hspb9	-0.209318278	NA
Hspbap1	-0.311229133	0.38871899
Hspbp1	0.156934946	0.417229528
Hspd1	-0.060782147	0.812214918
Hspe1	-0.006410615	0.984098837
Hspg2	-0.395255917	0.12669124
Hsph1	-0.00788489	0.989537723
Htatip2	0.030231531	0.92424973
Htatsf1	-0.175465245	0.373164128
Htr1a	NA	NA
Htr1b	NA	NA
Htr1d	0.025843885	NA
Htr1f	NA	NA
Htr2a	-0.085974928	NA
Htr2b	-0.062693266	0.880566898
Htr2c	0.052664026	NA
Htr3a	NA	NA
Htr3b	0.025457973	NA
Htr4	-0.052714849	NA
Htr5a	NA	NA
Htr5b	-0.003367886	NA
Htr6	NA	NA
Htr7	0.090638983	NA
Htra1	-0.592347202	0.070257337
Htra2	0.488681187	0.003509821
Htra3	-0.423131379	0.285317116
Htra4	1.238363305	7.28E-05
Htt	-0.131302142	0.553632397
Hunk	-0.161871533	0.748182375
Hus1	0.469457782	0.00513507
Hus1b	0.124130434	0.817465345
Huwe1	-0.202391296	0.174427562
Hvcn1	0.359609971	0.19275241
Hyal1	0.011782744	0.964003925
Hyal2	-0.249093413	0.045969801
Hyal3	0.077815142	0.880698137
Hyal4	-0.494259823	0.188593286
Hyal5	-0.113830887	0.838112981
Hyal6	-0.855600966	0.011517275
Hydin	0.070059848	NA
Hyi	0.225359467	0.3147271
Hykk	-0.486329639	0.001268568
Hyls1	0.357593837	0.209245813
Hyou1	-0.182240693	0.479154113
Hypk	-0.648179066	2.33E-05
Hypm	0.220078627	NA
I830012O16Rik	-0.939537081	0.00033855
I830077J02Rik	0.22183262	0.627831624
Iah1	0.070825032	0.799649425
Iapp	NA	NA
Iars	-0.010255126	0.97721076
Iars2	0.135230448	0.360266852
Iba57	-0.049925298	0.845152819
Ibsp	NA	NA
Ibtk	0.051842124	0.856660298
Ica1	-0.620841284	0.014872534
Ica1l	0.102943962	0.855726913
Icam1	0.134002449	0.771443745
Icam2	0.106415385	0.782874742
Icam4	0.067720621	0.910564772
Icam5	-0.244620888	NA
Ice1	0.100799234	0.49206023
Ice2	0.035300115	0.86780456
Ick	-0.243668897	0.422536288
Icmt	0.323704216	0.012244109
Icos	-0.621952637	0.052086754
Icosl	0.035187894	0.95152738
Ict1	-0.020581456	0.931423703
Id1	0.477886621	0.179722649
Id2	-0.149941266	0.344742811
Id3	0.002940657	0.993071911
Id4	0.058746553	0.918529263
Ide	-0.200469372	0.400905184
Idh1	0.039950347	0.904214866
Idh2	0.137185494	0.489526391
Idh3a	0.135611968	0.5363379
Idh3b	0.00415237	0.98743244
Idh3g	-0.01820074	0.937379374
Idi1	-0.318362442	0.176784082
Idi2	-0.27685816	0.52750464
Idnk	0.06544698	0.760924751
Ido1	NA	NA
Ido2	0.075368037	0.750244129
Ids	0.007973338	0.981908757
Idua	-0.094145158	0.616640994
Ier2	0.332057026	0.178009732
Ier3	0.469900935	0.191014816
Ier3ip1	0.068919126	0.768259088
Ier5	0.101822449	0.771235486
Ier5l	-0.126714886	0.815683317
Iffo1	0.11462328	0.679993186
Iffo2	0.397979371	0.213001998
Ifi202b	2.383799472	1.08E-17
Ifi203	-0.397360481	0.071323887
Ifi204	-0.57588465	0.026070657
Ifi205	-0.216795289	0.658574728
Ifi27	-0.640601713	2.84E-05
Ifi27l2a	-0.728952802	0.028614663
Ifi27l2b	-1.212575044	0.000106055
Ifi30	-0.141120578	0.46269625
Ifi35	-0.091358772	0.782765619
Ifi44	-0.685671127	0.054991714
Ifi44l	NA	NA
Ifi47	-0.798196356	1.76E-05
Ifih1	-0.434196971	0.000340465
Ifit1	-0.77253748	0.014985718
Ifit2	-0.406945644	0.197898753
Ifit3	-0.782148606	0.002539384
Ifitm1	0.233054729	0.386502917
Ifitm10	-0.014976688	0.981031917
Ifitm2	-0.041053854	0.876596934
Ifitm3	-0.305075654	0.024648399
Ifitm5	0.483117364	0.196819219
Ifitm6	-0.433636112	0.28733663
Ifitm7	0.349454683	NA
Ifltd1	-0.042194705	NA
Ifna1	NA	NA
Ifna11	NA	NA
Ifna12	NA	NA
Ifna13	-0.004096051	NA
Ifna14	NA	NA
Ifna15	NA	NA
Ifna16	NA	NA
Ifna2	NA	NA
Ifna4	NA	NA
Ifna5	-0.041815601	NA
Ifna6	NA	NA
Ifna7	NA	NA
Ifna9	NA	NA
Ifnab	NA	NA
Ifnar1	-0.020385396	0.904165318
Ifnar2	-0.251100055	0.106696413
Ifnb1	0.038794799	NA
Ifne	NA	NA
Ifng	0.041792245	NA
Ifngr1	-0.106594823	0.590027348
Ifngr2	-0.257861246	0.342151417
Ifnk	0.112297889	0.818454272
Ifnl2	NA	NA
Ifnl3	NA	NA
Ifnlr1	0.216791367	0.652602582
Ifnz	0.038794799	NA
Ifrd1	0.472495676	0.012499612
Ifrd2	-0.202618288	0.361765158
Ift122	-0.535415803	0.014872534
Ift140	0.164754703	0.55038978
Ift172	-0.403013015	0.023209909
Ift20	0.116207912	0.457227862
Ift22	-0.083348056	0.836993389
Ift27	-0.425723394	0.060289554
Ift43	-0.033608301	0.946449053
Ift46	0.231729669	0.148731696
Ift52	-0.131061535	0.592129305
Ift57	-0.202482485	0.683879278
Ift74	0.214760271	0.498791823
Ift80	-0.037697444	0.894205651
Ift81	-0.305142706	0.284267233
Ift88	0.000355807	0.999382158
Igbp1	0.090009693	0.54133411
Igbp1b	NA	NA
Igdcc3	0.051432707	NA
Igdcc4	-0.348704127	0.418863313
Igf1	-0.004374973	0.988737778
Igf1r	-0.270054155	0.334853037
Igf2	0.036826604	0.953302783
Igf2bp1	-0.246101899	NA
Igf2bp2	-0.157373	0.735986744
Igf2bp3	0.093775564	0.769277797
Igf2os	0.11324988	NA
Igf2r	0.003301365	0.991463043
Igfals	-0.123267081	0.550452078
Igfbp1	0.019584689	0.97242015
Igfbp2	-0.125891225	0.536005503
Igfbp3	0.147281119	0.74881032
Igfbp4	-0.168093499	0.25295209
Igfbp5	0.471606513	0.150501637
Igfbp6	-0.243600971	0.595857775
Igfbp7	-0.085187228	0.621015451
Igfbpl1	-0.004096051	NA
Igfl3	NA	NA
Igflr1	0.296175065	0.320475585
Igfn1	-0.041367315	NA
Ighmbp2	-0.000783392	0.998187801
Igj	-0.161529863	0.751406903
Igll1	-0.051387771	NA
Iglon5	-0.066384255	0.912045534
Igsf1	-0.100545318	0.85053374
Igsf10	-0.644778453	0.022512145
Igsf11	0.143879006	0.594391103
Igsf21	-0.010558343	NA
Igsf23	-0.31522529	0.384952652
Igsf3	-0.169357754	0.706836457
Igsf5	0.120968558	0.367266499
Igsf6	-0.163599926	0.701866884
Igsf8	0.527561705	0.017109941
Igsf9	-0.175737701	0.734522918
Igsf9b	-0.02007243	NA
Igtp	-0.031411606	0.93616645
Ihh	0.087048702	0.873514293
Iigp1	-0.207808329	0.112834999
Ik	-0.412387813	0.00097173
Ikbip	0.664281885	0.00362167
Ikbkap	0.28983217	0.153493848
Ikbkb	0.105352685	0.398796285
Ikbke	0.078598692	0.838223973
Ikbkg	-0.20235863	0.155637572
Ikzf1	-0.078326717	0.859914501
Ikzf2	0.280790349	0.479597698
Ikzf3	-0.300599927	0.466535735
Ikzf4	0.134735947	0.779977324
Ikzf5	0.405954677	0.053472415
Il10	-0.169803109	NA
Il10ra	-0.078241723	0.842322688
Il10rb	-0.086337824	0.760711425
Il11	0.331976327	NA
Il11ra1	0.034472364	0.904165318
Il11ra2	NA	NA
Il12a	0.026888619	NA
Il12b	0.075648592	NA
Il12rb1	0.6411394	0.077253095
Il12rb2	-0.016846885	0.972901894
Il13	-0.004345208	NA
Il13ra1	0.194163596	0.365054939
Il13ra2	0.309389114	0.487506431
Il15	0.430727689	0.235808064
Il15ra	0.14761001	0.589624909
Il16	-0.027063498	0.950116073
Il17a	NA	NA
Il17b	-0.003011235	NA
Il17c	-0.111747627	NA
Il17d	0.133075893	NA
Il17f	-0.041367315	NA
Il17ra	-0.147723461	0.598184184
Il17rb	-0.384473525	0.096709762
Il17rc	0.180417611	0.272882234
Il17rd	-0.360246364	0.255855606
Il17re	0.320090906	0.466535735
Il18	0.079145145	0.864217466
Il18bp	-0.269448686	0.313526468
Il18r1	0.241753277	0.610526629
Il18rap	-0.077054264	0.8973597
Il19	NA	NA
Il1a	-0.162665494	0.51385396
Il1b	-0.210269094	0.657559949
Il1bos	0.094205044	0.86877449
Il1f10	NA	NA
Il1f5	NA	NA
Il1f6	NA	NA
Il1f8	NA	NA
Il1f9	0.00491878	0.991514433
Il1r1	-0.081125921	0.875870032
Il1r2	0.091437653	NA
Il1rap	-0.249046111	0.272882234
Il1rapl1	-0.002423388	NA
Il1rapl2	NA	NA
Il1rl1	0.604103348	0.096709762
Il1rl2	-0.096115411	NA
Il1rn	0.427499075	0.262497535
Il2	-0.003980602	NA
Il20	NA	NA
Il20ra	-0.082049627	NA
Il20rb	-0.373161044	0.360983484
Il21	0.066576272	NA
Il21r	-0.028485617	0.964936675
Il22	NA	NA
Il22ra1	-0.344870148	0.309730667
Il22ra2	-0.006779833	NA
Il23a	-0.109531036	NA
Il23r	0.026776806	NA
Il24	-0.058302263	NA
Il25	NA	NA
Il27	-0.101565214	NA
Il27ra	0.254225231	0.502423291
Il2ra	0.346982189	0.313592339
Il2rb	0.172911763	0.727768139
Il2rg	-0.268373838	0.553311118
Il3	NA	NA
Il31	NA	NA
Il31ra	-0.083903232	0.885955387
Il33	0.222741713	0.504056353
Il34	0.109969942	0.837482517
Il3ra	-0.107028643	0.827507902
Il4	-0.135173843	NA
Il4i1	0.185087029	0.714601433
Il4ra	-0.171789152	0.366498309
Il5	0.044797711	NA
Il5ra	0.048085371	0.921022627
Il6	0.027534082	NA
Il6ra	0.358719675	0.312230443
Il6st	-0.177195419	0.213605668
Il7	0.435433466	0.278522604
Il7r	0.438380037	0.280228066
Il9	NA	NA
Il9r	0.003891203	NA
Ildr1	0.25376741	0.588769549
Ildr2	0.406798924	0.090927236
Ilf2	0.101914024	0.583308339
Ilf3	0.573383788	0.01150384
Ilk	-0.132015011	0.289052213
Ilkap	0.151751813	0.356437962
Iltifb	NA	NA
Ilvbl	0.275409995	0.141086218
Immp1l	0.106186656	0.742696548
Immp2l	0.203587886	0.387628588
Immt	-0.039795338	0.810006269
Imp3	0.221606362	0.121289456
Imp4	-0.011041163	0.972765254
Impa1	-0.162015751	0.324386855
Impa2	0.039875719	0.946075545
Impact	0.114090968	0.594836818
Impad1	0.274661696	0.052634822
Impdh1	0.101251088	0.842377624
Impdh2	0.018810573	0.956221215
Impg1	0.021070818	NA
Impg2	0.051281822	0.924011896
Ina	0.038794799	NA
Inadl	-0.149624216	0.383827675
Inafm1	-0.282499428	0.395697651
Inafm2	0.25799444	0.190834126
Inca1	-0.26384332	0.380206962
Incenp	-0.335942761	0.28544291
Inf2	-0.072656055	0.87039348
Ing1	0.329072328	0.01150384
Ing2	0.156189067	0.561646555
Ing3	0.147575216	0.56868662
Ing4	-0.018388119	0.952372655
Ing5	0.290901801	0.056065402
Inha	0.160879937	NA
Inhba	-0.204003335	0.648628686
Inhbb	-0.532855646	0.136235421
Inhbc	-0.53147106	2.57E-07
Inhbe	-0.208815661	0.591307137
Inip	0.184098987	0.426731791
Inmt	-0.013536411	0.976283838
Ino80	-0.051771855	0.798575034
Ino80b	0.052400542	0.838223973
Ino80c	-0.021439829	0.939360383
Ino80d	-0.203294662	0.288388961
Ino80e	0.003867335	0.991463043
Inpp1	0.195328293	0.432599889
Inpp4a	-0.439383267	0.002242061
Inpp4b	0.056907069	0.918829042
Inpp5a	0.070975711	0.803005298
Inpp5b	0.06127924	0.721602731
Inpp5d	-0.327693311	0.199040514
Inpp5e	0.138286066	0.59067538
Inpp5f	0.195236932	0.215314928
Inpp5j	0.146326533	NA
Inpp5k	-0.091561512	0.759011205
Inppl1	0.080764355	0.656434772
Ins1	NA	NA
Ins2	NA	NA
Insc	-0.179732725	0.480314209
Insig1	-0.101559617	0.423168166
Insig2	-0.516122988	0.007689685
Insl3	0.263345429	NA
Insl5	NA	NA
Insl6	-0.020465256	NA
Insm1	-0.061757537	NA
Insm2	-0.033230602	NA
Insr	0.036685424	0.846149413
Insrr	-0.135324374	NA
Ints1	0.011409684	0.973539536
Ints10	0.524307771	0.000213686
Ints12	-0.112399666	0.66003979
Ints2	0.35446737	0.080604006
Ints3	-0.204242989	0.395697651
Ints4	0.01475161	0.94664892
Ints5	0.346050096	0.086926336
Ints6	0.112508313	0.693134937
Ints7	-0.255237841	0.320475585
Ints8	-0.318517498	0.020506188
Ints9	-0.372083766	0.051964185
Intu	-0.074262506	0.797724607
Invs	0.03709458	0.903978543
Ip6k1	0.011140586	0.96460471
Ip6k2	0.307780409	0.393298605
Ip6k3	-0.003980602	NA
Ipcef1	0.074074422	0.889791786
Ipmk	-0.073447771	0.80633039
Ipo11	-0.047633774	0.800530156
Ipo13	-0.252576161	0.416274601
Ipo4	0.136235094	0.722945913
Ipo5	0.24963304	0.271499578
Ipo7	0.037882677	0.895338754
Ipo8	0.010260305	0.961739793
Ipo9	-0.149750607	0.20794895
Ipp	-0.385413996	0.039094525
Ippk	0.613878925	0.000274037
Ipw	-0.17630258	NA
Iqca	0.076934878	0.897580451
Iqcb1	-0.14749379	0.656434772
Iqcc	0.188656152	0.377263293
Iqcd	0.255043962	0.585502577
Iqce	0.118058606	0.688567103
Iqcf1	NA	NA
Iqcf3	NA	NA
Iqcf4	NA	NA
Iqcf5	NA	NA
Iqcf6	NA	NA
Iqcg	0.533677191	0.126765273
Iqch	-0.300236191	0.502423291
Iqcj	NA	NA
